FL_DATE,ORIGIN,DEP_TIME,TAXI_OUT
2009,LAS,1930.0,13.11111111111111
2009,LAS,2000.0,12.666666666666666
2009,LAS,2030.0,11.8
2009,LAS,2100.0,8.833333333333334
2009,LAS,2130.0,16.25
2009,LAS,2200.0,10.0
2009,LAS,2230.0,11.0
2009,LAS,2300.0,15.0
2009,LAS,2330.0,16.333333333333332
2009,LAX,0.0,18.5
2009,LAX,30.0,12.0
2009,LAX,100.0,18.0
2009,LAX,130.0,10.0
2009,LAX,530.0,14.555555555555555
2009,LAX,600.0,13.428571428571429
2009,LAX,630.0,16.6
2009,LAX,700.0,15.117647058823529
2009,LAX,730.0,10.583333333333334
2009,LAX,800.0,13.0
2009,LAX,830.0,11.266666666666667
2009,LAX,900.0,13.222222222222221
2009,LAX,930.0,13.090909090909092
2009,LAX,1000.0,15.416666666666666
2009,LAX,1030.0,15.823529411764707
2009,LAX,1100.0,12.75
2009,LAX,1130.0,13.5
2009,LAX,1200.0,15.058823529411764
2009,LAX,1230.0,14.11111111111111
2009,LAX,1300.0,14.11111111111111
2009,LAX,1330.0,12.833333333333334
2009,LAX,1400.0,12.428571428571429
2009,LAX,1430.0,11.357142857142858
2009,LAX,1500.0,13.909090909090908
2009,LAX,1530.0,10.461538461538462
2009,LAX,1600.0,12.333333333333334
2009,LAX,1630.0,14.166666666666666
2009,LAX,1700.0,11.416666666666666
2009,LAX,1730.0,12.142857142857142
2009,LAX,1800.0,11.25
2009,LAX,1830.0,12.11111111111111
2009,LAX,1900.0,10.846153846153847
2009,LAX,1930.0,10.909090909090908
2009,LAX,2000.0,13.0
2009,LAX,2030.0,12.8
2009,LAX,2100.0,14.076923076923077
2009,LAX,2130.0,13.833333333333334
2009,LAX,2200.0,16.6
2009,LAX,2230.0,18.11111111111111
2009,LAX,2300.0,14.0
2009,LAX,2330.0,16.666666666666668
2009,LGA,530.0,16.6
2009,LGA,600.0,16.285714285714285
2009,LGA,630.0,14.333333333333334
2009,LGA,700.0,12.5
2009,LGA,730.0,13.166666666666666
2009,LGA,800.0,11.555555555555555
2009,LGA,830.0,14.0
2009,LGA,900.0,19.0
2009,LGA,930.0,15.0
2009,LGA,1000.0,17.5
2009,LGA,1030.0,20.285714285714285
2009,LGA,1100.0,15.166666666666666
2009,LGA,1130.0,13.166666666666666
2009,LGA,1200.0,15.8
2009,LGA,1230.0,22.2
